payment_id,source,unit,txn_date,settled_date,gross_amount,commission,commission_gst,settled_amount,utr,payment_mode,issuing_bank,customer_vpa,invoice_no,matched_invoice_no,raw_path
bank_7223534417_1,bank,front_office,2025-08-01,2025-08-01,5010.0,,,5010.0,YESBN12025080102129283,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_2,bank,front_office,2025-08-01,2025-08-01,7196.1,,,7196.1,YESBN12025080105373783,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_3,bank,front_office,2025-08-01,2025-08-01,1391.28,,,1391.28,YESBN12025080106242377,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_4,bank,front_office,2025-08-02,2025-08-02,6497.05,,,6497.05,YESBN12025080203078843,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_5,bank,front_office,2025-08-02,2025-08-02,17971.25,,,17971.25,YESBN12025080205707018,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_6,bank,front_office,2025-08-02,2025-08-02,-2280.0,,,-2280.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_7,bank,front_office,2025-08-03,2025-08-03,8959.6,,,8959.6,YESBN12025080302999837,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_8,bank,front_office,2025-08-03,2025-08-03,1952.11,,,1952.11,YESBN12025080305702529,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_9,bank,front_office,2025-08-03,2025-08-03,-200000.0,,,-200000.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_10,bank,front_office,2025-08-04,2025-08-04,7682.13,,,7682.13,YESBN12025080403553372,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_11,bank,front_office,2025-08-04,2025-08-04,10375.01,,,10375.01,YESBN12025080405424833,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_12,bank,front_office,2025-08-05,2025-08-05,4980.71,,,4980.71,YESBN12025080502758961,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_13,bank,front_office,2025-08-05,2025-08-05,60349.82,,,60349.82,YESBN12025080505592091,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_14,bank,front_office,2025-08-05,2025-08-05,484.15,,,484.15,YESBN12025080506131630,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_15,bank,front_office,2025-08-06,2025-08-06,5000.0,,,5000.0,KKBKN62025080689643465,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_16,bank,front_office,2025-08-06,2025-08-06,2855.0,,,2855.0,YESBN12025080603917931,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_17,bank,front_office,2025-08-06,2025-08-06,22793.52,,,22793.52,YESBN12025080605683818,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_18,bank,front_office,2025-08-06,2025-08-06,6921.0,,,6921.0,HDFCN52025080697676308,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_19,bank,front_office,2025-08-07,2025-08-07,3461.0,,,3461.0,YESBN12025080702340467,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_20,bank,front_office,2025-08-07,2025-08-07,44912.45,,,44912.45,HSBCN52025080765311220,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_21,bank,front_office,2025-08-07,2025-08-07,1159838.33,,,1159838.33,HSBCN52025080765309735,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_22,bank,front_office,2025-08-07,2025-08-07,22816.05,,,22816.05,YESBN12025080705628800,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_23,bank,front_office,2025-08-07,2025-08-07,-100000.0,,,-100000.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_24,bank,front_office,2025-08-07,2025-08-07,-2738.0,,,-2738.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_25,bank,front_office,2025-08-07,2025-08-07,-3654.0,,,-3654.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_26,bank,front_office,2025-08-07,2025-08-07,15522.0,,,15522.0,HDFCN52025080701786286,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_27,bank,front_office,2025-08-08,2025-08-08,4225.0,,,4225.0,YESBN12025080802432069,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_28,bank,front_office,2025-08-08,2025-08-08,16561.26,,,16561.26,YESBN12025080805659850,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_29,bank,front_office,2025-08-08,2025-08-08,-111420.0,,,-111420.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_30,bank,front_office,2025-08-08,2025-08-08,-466397.0,,,-466397.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_31,bank,front_office,2025-08-08,2025-08-08,20843.0,,,20843.0,HDFCN52025080805199306,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_32,bank,front_office,2025-08-09,2025-08-09,9935.0,,,9935.0,YESBN12025080903145639,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_33,bank,front_office,2025-08-09,2025-08-09,21117.09,,,21117.09,YESBN12025080906120446,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_34,bank,front_office,2025-08-10,2025-08-10,15089.0,,,15089.0,YESBN12025081001428440,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_35,bank,front_office,2025-08-10,2025-08-10,31144.9,,,31144.9,YESBN12025081005382898,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_36,bank,front_office,2025-08-11,2025-08-11,7288.0,,,7288.0,YESBN12025081101987190,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_37,bank,front_office,2025-08-11,2025-08-11,12033.18,,,12033.18,YESBN12025081105530523,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_38,bank,front_office,2025-08-11,2025-08-11,-24740.61,,,-24740.61,SBIN,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_39,bank,front_office,2025-08-11,2025-08-11,1013.0,,,1013.0,CITIN52025081108062492,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_40,bank,front_office,2025-08-11,2025-08-11,15712.0,,,15712.0,HDFCN52025081109140248,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_41,bank,front_office,2025-08-12,2025-08-12,10243.0,,,10243.0,YESBN12025081202882541,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_42,bank,front_office,2025-08-12,2025-08-12,-20005.61,,,-20005.61,PUNB,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_43,bank,front_office,2025-08-12,2025-08-12,24106.71,,,24106.71,YESBN12025081205644233,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_44,bank,front_office,2025-08-12,2025-08-12,-53287.0,,,-53287.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_45,bank,front_office,2025-08-12,2025-08-12,-68208.0,,,-68208.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_46,bank,front_office,2025-08-12,2025-08-12,-10710.0,,,-10710.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_47,bank,front_office,2025-08-12,2025-08-12,-14912.0,,,-14912.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_48,bank,front_office,2025-08-12,2025-08-12,4566.0,,,4566.0,HDFCN52025081211319894,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_49,bank,front_office,2025-08-13,2025-08-13,6198.0,,,6198.0,YESBN12025081302765016,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_50,bank,front_office,2025-08-13,2025-08-13,3662.65,,,3662.65,YESBN12025081305633286,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_51,bank,front_office,2025-08-13,2025-08-13,-56595.0,,,-56595.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_52,bank,front_office,2025-08-13,2025-08-13,-27100.0,,,-27100.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_53,bank,front_office,2025-08-13,2025-08-13,5935.0,,,5935.0,HDFCN52025081313747052,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_54,bank,front_office,2025-08-14,2025-08-14,9257.08,,,9257.08,YESBN12025081403634486,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_55,bank,front_office,2025-08-14,2025-08-14,66608.83,,,66608.83,YESBN12025081405791104,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_56,bank,front_office,2025-08-14,2025-08-14,-10008.0,,,-10008.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_57,bank,front_office,2025-08-14,2025-08-14,-29700.0,,,-29700.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_58,bank,front_office,2025-08-14,2025-08-14,-31870.0,,,-31870.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_59,bank,front_office,2025-08-14,2025-08-14,-18146.0,,,-18146.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_60,bank,front_office,2025-08-14,2025-08-14,-52707.0,,,-52707.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_61,bank,front_office,2025-08-14,2025-08-14,-5108.0,,,-5108.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_62,bank,front_office,2025-08-14,2025-08-14,12100.0,,,12100.0,HDFCN52025081415821613,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_63,bank,front_office,2025-08-15,2025-08-15,3799.85,,,3799.85,YESBN12025081406713970,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_64,bank,front_office,2025-08-15,2025-08-15,16079.61,,,16079.61,YESBN12025081502977741,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_65,bank,front_office,2025-08-15,2025-08-15,19351.31,,,19351.31,YESBN12025081505519856,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_66,bank,front_office,2025-08-16,2025-08-16,29289.27,,,29289.27,YESBN12025081602617589,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_67,bank,front_office,2025-08-16,2025-08-16,77584.38,,,77584.38,YESBN12025081605423479,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_68,bank,front_office,2025-08-16,2025-08-16,-30385.0,,,-30385.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_69,bank,front_office,2025-08-16,2025-08-16,-19947.15,,,-19947.15,SCBL,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_70,bank,front_office,2025-08-16,2025-08-16,-82.43,,,-82.43,SCBL,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_71,bank,front_office,2025-08-17,2025-08-17,27481.75,,,27481.75,YESBN12025081702436318,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_72,bank,front_office,2025-08-17,2025-08-17,30405.37,,,30405.37,YESBN12025081705390194,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_73,bank,front_office,2025-08-18,2025-08-18,19808.0,,,19808.0,YESBN12025081802446263,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_74,bank,front_office,2025-08-18,2025-08-18,24391.5,,,24391.5,YESBN12025081805274290,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_75,bank,front_office,2025-08-18,2025-08-18,3858.05,,,3858.05,CITIN52025081810322494,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_76,bank,front_office,2025-08-19,2025-08-19,5161.0,,,5161.0,YESBN12025081903687370,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_77,bank,front_office,2025-08-19,2025-08-19,35991.0,,,35991.0,HDFCN52025081920229584,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_78,bank,front_office,2025-08-19,2025-08-19,57567.22,,,57567.22,YESBN12025081905385644,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_79,bank,front_office,2025-08-19,2025-08-19,-97067.0,,,-97067.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_80,bank,front_office,2025-08-19,2025-08-19,-31734.0,,,-31734.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_81,bank,front_office,2025-08-19,2025-08-19,-2240.0,,,-2240.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_82,bank,front_office,2025-08-19,2025-08-19,3738.21,,,3738.21,YESBN12025081905600666,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_83,bank,front_office,2025-08-20,2025-08-20,3499.0,,,3499.0,YESBN12025082002665074,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_84,bank,front_office,2025-08-20,2025-08-20,7482.97,,,7482.97,YESBN12025082005402647,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_85,bank,front_office,2025-08-20,2025-08-20,-295894.0,,,-295894.0,IDIBR52025082047061587,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_86,bank,front_office,2025-08-20,2025-08-20,3401.57,,,3401.57,CITIN52025082011569462,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_87,bank,front_office,2025-08-21,2025-08-21,16057.0,,,16057.0,YESBN12025082101883274,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_88,bank,front_office,2025-08-21,2025-08-21,8187.0,,,8187.0,YESBN12025082105466919,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_89,bank,front_office,2025-08-21,2025-08-21,-222491.0,,,-222491.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_90,bank,front_office,2025-08-21,2025-08-21,-38878.0,,,-38878.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_91,bank,front_office,2025-08-21,2025-08-21,-3115.0,,,-3115.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_92,bank,front_office,2025-08-21,2025-08-21,12355.0,,,12355.0,HDFCN52025082125103064,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_93,bank,front_office,2025-08-22,2025-08-22,8591.0,,,8591.0,YESBN12025082202358068,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_94,bank,front_office,2025-08-22,2025-08-22,12502.43,,,12502.43,YESBN12025082205586772,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_95,bank,front_office,2025-08-23,2025-08-23,6781.14,,,6781.14,YESBN12025082300551145,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_96,bank,front_office,2025-08-23,2025-08-23,44092.08,,,44092.08,YESBN12025082302935834,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_97,bank,front_office,2025-08-24,2025-08-24,9844.99,,,9844.99,YESBN12025082403578404,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_98,bank,front_office,2025-08-24,2025-08-24,38627.79,,,38627.79,YESBN12025082405566977,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_99,bank,front_office,2025-08-25,2025-08-25,3863.02,,,3863.02,YESBN12025082502680580,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_100,bank,front_office,2025-08-25,2025-08-25,22019.73,,,22019.73,YESBN12025082505488145,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_101,bank,front_office,2025-08-25,2025-08-25,4119.76,,,4119.76,CITIN52025082513127113,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_102,bank,front_office,2025-08-25,2025-08-25,14923.0,,,14923.0,HDFCN52025082530825517,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_103,bank,front_office,2025-08-26,2025-08-26,4981.0,,,4981.0,YESBN12025082603292371,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_104,bank,front_office,2025-08-26,2025-08-26,32112.12,,,32112.12,YESBN12025082605531111,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_105,bank,front_office,2025-08-26,2025-08-26,4474.04,,,4474.04,YESBN12025082605889827,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_106,bank,front_office,2025-08-26,2025-08-26,7077.0,,,7077.0,HDFCN52025082632638528,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_107,bank,front_office,2025-08-27,2025-08-27,3264.0,,,3264.0,YESBN12025082705008210,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_108,bank,front_office,2025-08-27,2025-08-27,14066.36,,,14066.36,YESBN12025082705588466,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_109,bank,front_office,2025-08-27,2025-08-27,1504.11,,,1504.11,CITIN52025082714593760,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_110,bank,front_office,2025-08-27,2025-08-27,8834.0,,,8834.0,HDFCN52025082733719432,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_111,bank,front_office,2025-08-28,2025-08-28,5794.0,,,5794.0,YESBN12025082803870857,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_112,bank,front_office,2025-08-28,2025-08-28,18243.07,,,18243.07,YESBN12025082805307171,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_113,bank,front_office,2025-08-28,2025-08-28,-162266.41,,,-162266.41,IDFB,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_114,bank,front_office,2025-08-28,2025-08-28,7419.0,,,7419.0,HDFCN52025082835552188,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_115,bank,front_office,2025-08-29,2025-08-29,6746.53,,,6746.53,YESBN12025082902202419,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
bank_7223534417_116,bank,front_office,2025-08-29,2025-08-29,29668.53,,,29668.53,YESBN12025082905369355,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - AUGUST 2025.xlsx
